author_name,author_url,author_average_rating,author_number_of_people_read,author_number_of_people_wants_to_read,author_date_of_birth,author_number_of_fans,author_number_of_books_written,author_number_of_awards
Timothée de Fombelle,https://lubimyczytac.pl/autor/33738/timothee-de-fombelle,8.1,551,451,01.01.1973,16,6,0
Anna-Louise Weatherley,https://lubimyczytac.pl/autor/35514/anna-louise-weatherley,7.3,567,213,Unknown,4,2,0
Marcus Sedgwick,https://lubimyczytac.pl/autor/30825/marcus-sedgwick,6.4,1021,1244,01.01.1968,10,10,0
Steven Gould,https://lubimyczytac.pl/autor/32149/steven-gould,7.6,429,401,07.02.1955,5,7,0
Longin Jan Okoń,https://lubimyczytac.pl/autor/22724/longin-jan-okon,6.9,691,441,20.12.1927,26,13,0
Keith Donohue,https://lubimyczytac.pl/autor/17586/keith-donohue,6.2,749,929,przybliżona),4,4,0
Florian Czarnyszewicz,https://lubimyczytac.pl/autor/45929/florian-czarnyszewicz,8.2,379,1031,04.05.1895,33,4,0
Ayaan Hirsi Ali,https://lubimyczytac.pl/autor/33540/ayaan-hirsi-ali,7.2,669,802,13.11.1969,11,3,0
Kat Richardson,https://lubimyczytac.pl/autor/19635/kat-richardson,6.6,431,384,Unknown,1,8,0
Elin Hilderbrand,https://lubimyczytac.pl/autor/16351/elin-hilderbrand,6.6,1293,1724,Unknown,28,16,0
Brunonia Barry,https://lubimyczytac.pl/autor/32121/brunonia-barry,6.0,578,718,01.01.1961,4,3,0
Marie Phillips,https://lubimyczytac.pl/autor/14246/marie-phillips,6.0,873,829,Unknown,2,3,0
Jane Campion,https://lubimyczytac.pl/autor/19531/jane-campion,5.8,448,221,30.04.1954,0,2,0
Clare Naylor,https://lubimyczytac.pl/autor/23387/clare-naylor,5.7,687,302,Unknown,3,4,0
Theodor Fontane,https://lubimyczytac.pl/autor/31582/theodor-fontane,6.4,549,532,30.12.1819,7,12,0
Simone de Beauvoir,https://lubimyczytac.pl/autor/23287/simone-de-beauvoir,5.3,1538,5781,09.01.1908,117,23,1
Barbara Bentley,https://lubimyczytac.pl/autor/44948/barbara-bentley,6.1,432,473,Unknown,2,1,0
Khalil Gibran,https://lubimyczytac.pl/autor/15677/khalil-gibran,7.5,942,1325,06.01.1883,28,9,0
Peter Freund,https://lubimyczytac.pl/autor/6670/peter-freund,6.8,479,319,Unknown,11,5,0
Piotr Dzedzej,https://lubimyczytac.pl/autor/36688/piotr-dzedzej,6.4,469,318,Unknown,0,2,0
Romuald Pawlak,https://lubimyczytac.pl/autor/3535/romuald-pawlak,6.2,2715,3700,13.05.1967,31,43,0
Tomasz Lis,https://lubimyczytac.pl/autor/30144/tomasz-lis,5.6,1405,518,06.03.1966,15,17,0
Charles Frazier,https://lubimyczytac.pl/autor/31124/charles-frazier,6.3,625,772,04.11.1950,5,4,0
Tim Weaver,https://lubimyczytac.pl/autor/44125/tim-weaver,7.1,1372,2609,13.07.1977,56,8,0
Abby McDonald,https://lubimyczytac.pl/autor/33980/abby-mcdonald,7.2,460,293,Unknown,2,4,0
Nathaniel Branden,https://lubimyczytac.pl/autor/13873/nathaniel-branden,6.7,509,1630,09.04.1930,14,8,0
Elwira Watała,https://lubimyczytac.pl/autor/4817/elwira-watala,5.6,1268,1826,Unknown,33,17,0
Cathy Hopkins,https://lubimyczytac.pl/autor/6809/cathy-hopkins,6.0,1310,705,23.01.1953,26,21,0
Michael Collins,https://lubimyczytac.pl/autor/80232/michael-collins,6.7,1423,711,15.01.1924,0,10,0
Patrick Modiano,https://lubimyczytac.pl/autor/33240/patrick-modiano,7.2,2368,2353,30.07.1945,64,32,1
John Allyn,https://lubimyczytac.pl/autor/30661/john-allyn,6.3,417,220,Unknown,0,1,0
LaVyrle Spencer,https://lubimyczytac.pl/autor/22725/lavyrle-spencer,6.6,1068,912,17.07.1943,37,21,0
Andrzej Batko,https://lubimyczytac.pl/autor/164/andrzej-batko,6.3,965,1096,10.05.1956,17,14,0
Romain Sardou,https://lubimyczytac.pl/autor/20181/romain-sardou,6.9,783,649,06.01.1974,4,8,0
 Lauren Baratz-Logsted,https://lubimyczytac.pl/autor/24407/lauren-baratz-logsted,4.9,465,149,Unknown,0,1,0
Montague Rhodes James,https://lubimyczytac.pl/autor/46994/montague-rhodes-james,6.9,901,2273,01.08.1862,24,21,0
George Beahm,https://lubimyczytac.pl/autor/3314/george-beahm,5.5,527,452,Unknown,1,4,0
Elizabeth Wurtzel,https://lubimyczytac.pl/autor/23524/elizabeth-wurtzel,7.6,416,690,31.07.1967,8,2,0
Diablo Cody,https://lubimyczytac.pl/autor/35982/diablo-cody,6.0,409,157,14.06.1978,4,2,0
Ekaterina Sedia,https://lubimyczytac.pl/autor/3222/ekaterina-sedia,6.7,397,209,09.07.1970,3,5,0
Daniel Wallace,https://lubimyczytac.pl/autor/22858/daniel-wallace,7.2,439,226,01.01.1959,1,8,0
Maria Angels Anglada,https://lubimyczytac.pl/autor/34893/maria-angels-anglada,6.6,432,564,01.01.1933,1,1,0
David Benioff,https://lubimyczytac.pl/autor/23810/david-benioff,7.3,572,632,01.01.1970,2,4,0
Kinga Dunin,https://lubimyczytac.pl/autor/23462/kinga-dunin,5.4,820,677,25.04.1954,12,13,0
Brian Freeman,https://lubimyczytac.pl/autor/20884/brian-freeman,7.0,1016,1356,28.03.1963,40,8,0
Rabih Alameddine,https://lubimyczytac.pl/autor/14827/rabih-alameddine,7.2,384,548,01.01.1959,4,1,0
Kamil Durczok,https://lubimyczytac.pl/autor/30161/kamil-durczok,6.1,640,217,06.03.1968,5,4,0
Harlan Ellison,https://lubimyczytac.pl/autor/35075/harlan-ellison,6.8,2266,5006,27.05.1934,41,50,0
Andrés Iniesta Luján,https://lubimyczytac.pl/autor/43775/andres-iniesta-lujan,6.6,539,189,11.05.1984,0,2,0
George Eliot,https://lubimyczytac.pl/autor/22956/george-eliot,7.2,853,3411,22.11.1819,40,17,1
Hari Kunzru,https://lubimyczytac.pl/autor/22460/hari-kunzru,6.1,1171,1641,01.01.1969,5,7,0
Nicole Jordan,https://lubimyczytac.pl/autor/25929/nicole-jordan,6.4,843,986,01.01.1954,26,21,0
Józef Kozielecki,https://lubimyczytac.pl/autor/11936/jozef-kozielecki,6.9,681,585,17.10.1936,5,28,0
Lisa Jackson,https://lubimyczytac.pl/autor/14930/lisa-jackson,6.8,3395,4719,Unknown,138,39,0
Petra Neomillner,https://lubimyczytac.pl/autor/3389/petra-neomillner,5.9,407,195,16.01.1970,7,1,0
Wiktor Osiatyński,https://lubimyczytac.pl/autor/11346/wiktor-osiatynski,6.9,823,1584,06.02.1945,29,25,0
Kate Chopin,https://lubimyczytac.pl/autor/23008/kate-chopin,7.0,443,379,08.02.1850,4,4,1
Mary Jane Beaufrand,https://lubimyczytac.pl/autor/6334/mary-jane-beaufrand,7.0,370,413,Unknown,3,1,0
Jan Białostocki,https://lubimyczytac.pl/autor/22691/jan-bialostocki,7.3,590,1203,14.08.1921,25,33,0
Szolem Alejchem,https://lubimyczytac.pl/autor/23453/szolem-alejchem,7.1,506,637,02.03.1885,20,8,0
Erberto Petoia,https://lubimyczytac.pl/autor/34488/erberto-petoia,7.1,424,600,01.01.1961,1,1,0
Guy N. Smith,https://lubimyczytac.pl/autor/30250/guy-n-smith,5.0,2717,4530,21.11.1939,95,51,0
Natalie Welsh,https://lubimyczytac.pl/autor/32540/natalie-welsh,6.7,414,399,Unknown,2,1,0
Joe Bennet,https://lubimyczytac.pl/autor/30947/joe-bennet,6.8,706,222,Unknown,0,15,0
James Siegel,https://lubimyczytac.pl/autor/20244/james-siegel,6.5,775,499,przybliżona),2,5,0
Avery Corman,https://lubimyczytac.pl/autor/33058/avery-corman,6.3,508,281,28.11.1935,1,4,0
Katarzyna Leżeńska,https://lubimyczytac.pl/autor/22983/katarzyna-lezenska,6.3,1952,1233,01.01.1963,21,9,0
Will Eisner,https://lubimyczytac.pl/autor/48205/will-eisner,6.3,633,755,06.03.1917,19,19,0
Thomas M. Reid,https://lubimyczytac.pl/autor/3397/thomas-m-reid,6.7,824,372,Unknown,3,11,0
Steve Perry,https://lubimyczytac.pl/autor/3765/steve-perry,6.5,1285,1123,31.08.1947,7,22,0
François Mauriac,https://lubimyczytac.pl/autor/36474/francois-mauriac,7.1,663,1174,11.11.1885,30,38,0
Paco Ahlgren,https://lubimyczytac.pl/autor/44971/paco-ahlgren,7.2,380,161,19.11.1968,11,1,0
Thomas Cathcart,https://lubimyczytac.pl/autor/37003/thomas-cathcart,6.6,597,545,Unknown,0,3,0
Sławomir Grabowski,https://lubimyczytac.pl/autor/40960/slawomir-grabowski,7.5,1276,758,01.01.1942,2,29,0
Kate Le Vann,https://lubimyczytac.pl/autor/6439/kate-le-vann,6.9,873,630,Unknown,16,4,0
Władimir Sorokin,https://lubimyczytac.pl/autor/23522/wladimir-sorokin,6.3,1153,1513,07.08.1955,24,13,0
Ewa Grocholska,https://lubimyczytac.pl/autor/35713/ewa-grocholska,6.8,559,675,Unknown,7,4,0
Kazimierz Kutz,https://lubimyczytac.pl/autor/24306/kazimierz-kutz,6.7,580,689,16.02.1929,7,11,0
Tilmann Bünz,https://lubimyczytac.pl/autor/33534/tilmann-bunz,6.5,390,481,przybliżona),0,1,0
Patrick Bauwen,https://lubimyczytac.pl/autor/19566/patrick-bauwen,5.7,924,797,01.01.1968,28,4,0
Dariusz Spychalski,https://lubimyczytac.pl/autor/19354/dariusz-spychalski,5.9,416,203,Unknown,3,4,0
Elżbieta Wasiuczyńska,https://lubimyczytac.pl/autor/55076/elzbieta-wasiuczynska,7.8,666,486,Unknown,2,19,0
Zofia Chądzyńska,https://lubimyczytac.pl/autor/32862/zofia-chadzynska,6.6,906,375,24.02.1912,9,15,0
Beverly Barton,https://lubimyczytac.pl/autor/14056/beverly-barton,6.1,1478,1761,23.12.1946,78,29,0
James Leo Herlihy,https://lubimyczytac.pl/autor/32774/james-leo-herlihy,7.0,397,172,Unknown,4,1,0
Terry Spencer Hesser,https://lubimyczytac.pl/autor/37733/terry-spencer-hesser,6.6,409,150,Unknown,0,2,0
Tom Holt,https://lubimyczytac.pl/autor/30803/tom-holt,6.4,747,773,13.09.1961,17,18,0
Rosie Rushton,https://lubimyczytac.pl/autor/6113/rosie-rushton,6.2,2695,1917,Unknown,80,27,0
Takashi Matsuoka,https://lubimyczytac.pl/autor/15208/takashi-matsuoka,7.1,523,614,10.01.1947,12,2,0
Mercedes Lackey,https://lubimyczytac.pl/autor/3847/mercedes-lackey,6.8,1507,3476,24.06.1950,118,51,0
Linda Joy Singleton,https://lubimyczytac.pl/autor/34592/linda-joy-singleton,6.0,1098,257,Unknown,6,4,0
Michael Palmer,https://lubimyczytac.pl/autor/14303/michael-palmer,6.7,3561,4546,09.10.1942,172,26,0
Johanna Lindsey,https://lubimyczytac.pl/autor/25991/johanna-lindsey,6.8,1756,3072,10.03.1952,129,32,0
Jessica Gregson,https://lubimyczytac.pl/autor/33548/jessica-gregson,6.9,374,237,24.06.1978,0,1,0
Kathy O'Beirne,https://lubimyczytac.pl/autor/30995/kathy-o-beirne,7.1,409,306,Unknown,0,1,0
Paul Kidby,https://lubimyczytac.pl/autor/30776/paul-kidby,8.0,686,1275,24.06.1964,0,11,0
Sabrina Jeffries,https://lubimyczytac.pl/autor/17915/sabrina-jeffries,6.9,1331,2578,przybliżona),78,27,0
Agnieszka Topornicka,https://lubimyczytac.pl/autor/14756/agnieszka-topornicka,5.8,609,273,01.01.1966,5,3,0
Dino Buzzati,https://lubimyczytac.pl/autor/21980/dino-buzzati,7.1,676,1667,16.10.1906,34,12,0
August Derleth,https://lubimyczytac.pl/autor/35389/august-derleth,6.5,884,861,24.02.1909,4,11,0
Katharine McMahon,https://lubimyczytac.pl/autor/25166/katharine-mcmahon,6.4,682,524,Unknown,2,3,0
Władysław Andrzej Serczyk,https://lubimyczytac.pl/autor/4861/wladyslaw-andrzej-serczyk,6.9,896,1057,23.07.1935,17,15,0
Laurence Sterne,https://lubimyczytac.pl/autor/18096/laurence-sterne,6.8,628,981,24.11.1713,11,4,1
Chris Riddell,https://lubimyczytac.pl/autor/3253/chris-riddell,7.0,1276,898,przybliżona),9,29,2
Joseph Gelinek,https://lubimyczytac.pl/autor/14020/joseph-gelinek,7.2,411,168,Unknown,2,2,0
Frank Bettger,https://lubimyczytac.pl/autor/10703/frank-bettger,6.7,389,403,Unknown,5,2,0
Tomasz More,https://lubimyczytac.pl/autor/37517/tomasz-more,6.8,499,808,07.02.1478,8,2,0
Marian Pilot,https://lubimyczytac.pl/autor/48812/marian-pilot,6.5,666,977,06.12.1936,12,24,1
Kitty Sewell,https://lubimyczytac.pl/autor/17795/kitty-sewell,6.5,519,271,Unknown,3,3,0
Myra Friedman,https://lubimyczytac.pl/autor/31859/myra-friedman,6.1,395,367,Unknown,0,1,0
Andriej Bielanin,https://lubimyczytac.pl/autor/31384/andriej-bielanin,6.1,1405,1033,24.01.1967,23,5,0
Heather MacDowell,https://lubimyczytac.pl/autor/13866/heather-macdowell,5.7,413,115,Unknown,0,1,0
Sabatina James,https://lubimyczytac.pl/autor/38376/sabatina-james,6.8,412,103,Unknown,0,1,0
Jerzy Sosnowski,https://lubimyczytac.pl/autor/17455/jerzy-sosnowski,6.5,3258,5051,14.05.1962,31,26,0
Stefan Kisielewski,https://lubimyczytac.pl/autor/33190/stefan-kisielewski,7.2,966,1748,11.03.1911,66,54,0
Małgorzata Ohme,https://lubimyczytac.pl/autor/41756/malgorzata-ohme,6.2,483,208,Unknown,7,5,0
Darren Shan,https://lubimyczytac.pl/autor/34074/darren-shan,6.5,548,743,02.07.1972,18,22,0
Igor Newerly,https://lubimyczytac.pl/autor/6806/igor-newerly,7.0,1288,1750,24.03.1903,49,10,0
Grzegorz Drukarczyk,https://lubimyczytac.pl/autor/14203/grzegorz-drukarczyk,6.4,661,832,08.05.1959,5,6,0
 Mija Kabat,https://lubimyczytac.pl/autor/25780/mija-kabat,5.8,410,177,Unknown,3,2,0
Anna Sobolewska,https://lubimyczytac.pl/autor/30135/anna-sobolewska,6.5,451,384,Unknown,2,15,0
Hardy Chips,https://lubimyczytac.pl/autor/19965/hardy-chips,5.6,388,82,Unknown,0,1,0
Andy McDermott,https://lubimyczytac.pl/autor/19108/andy-mcdermott,8.6,576,833,05.10.1974,29,17,0
Mireille Guiliano,https://lubimyczytac.pl/autor/11903/mireille-guiliano,6.0,527,858,14.04.1946,9,7,0
Richard Baker,https://lubimyczytac.pl/autor/3305/richard-baker,6.8,485,236,Unknown,0,17,0
Saira Ahmed,https://lubimyczytac.pl/autor/42952/saira-ahmed,6.8,416,450,Unknown,2,1,0
Richard E. Nisbett,https://lubimyczytac.pl/autor/31038/richard-e-nisbett,7.1,476,1533,01.06.1941,4,4,0
Sarah-Kate Lynch,https://lubimyczytac.pl/autor/15672/sarah-kate-lynch,6.3,1042,1277,02.05.1962,25,7,0
Jan Batory,https://lubimyczytac.pl/autor/32213/jan-batory,6.9,513,136,23.08.1921,0,1,0
Roberto Escobar,https://lubimyczytac.pl/autor/37029/roberto-escobar,6.9,361,775,Unknown,1,2,0
Kathryn Bonella,https://lubimyczytac.pl/autor/32468/kathryn-bonella,7.0,509,531,Unknown,0,2,0
Simon Tofield,https://lubimyczytac.pl/autor/31651/simon-tofield,7.5,638,641,Unknown,36,14,0
Carolly Erickson,https://lubimyczytac.pl/autor/22582/carolly-erickson,6.5,1162,1765,01.01.1943,30,11,0
Holly Peterson,https://lubimyczytac.pl/autor/19952/holly-peterson,5.5,443,191,przybliżona),4,2,0
Mark Winegardner,https://lubimyczytac.pl/autor/19148/mark-winegardner,6.2,496,1182,Unknown,3,2,0
Angela Cash,https://lubimyczytac.pl/autor/31739/angela-cash,6.1,796,150,Unknown,2,2,0
Karol Irzykowski,https://lubimyczytac.pl/autor/34854/karol-irzykowski,6.9,544,529,23.01.1873,15,42,0
Robert Goolrick,https://lubimyczytac.pl/autor/34022/robert-goolrick,6.6,467,476,Unknown,3,3,0
Marta Syrwid,https://lubimyczytac.pl/autor/16057/marta-syrwid,5.1,687,1061,01.01.1986,6,6,0
Douglas Coupland,https://lubimyczytac.pl/autor/25474/douglas-coupland,6.6,591,637,30.12.1961,23,13,0
Lance Armstrong,https://lubimyczytac.pl/autor/9531/lance-armstrong,6.6,474,178,18.09.1971,1,4,0
Kathryn Wagner,https://lubimyczytac.pl/autor/40920/kathryn-wagner,7.1,361,407,Unknown,1,1,0
Wiktor Hagen,https://lubimyczytac.pl/autor/38097/wiktor-hagen,6.7,459,651,Unknown,22,3,0
Chinua Achebe,https://lubimyczytac.pl/autor/33038/chinua-achebe,6.8,536,1911,16.11.1930,7,10,1
Derek Landy,https://lubimyczytac.pl/autor/6840/derek-landy,8.2,522,516,23.10.1974,21,18,0
Krzysztof Kamil Baczyński,https://lubimyczytac.pl/autor/24125/krzysztof-kamil-baczynski,7.1,3028,3158,22.01.1921,684,168,0
David Wroblewski,https://lubimyczytac.pl/autor/31305/david-wroblewski,6.3,371,251,01.01.1959,3,1,0
Colm Tóibín,https://lubimyczytac.pl/autor/30335/colm-toibin,6.9,827,1570,01.01.1955,17,13,1
Evangeline Anderson,https://lubimyczytac.pl/autor/41920/evangeline-anderson,6.2,1049,859,Unknown,59,55,0
Jerzy Grębosz,https://lubimyczytac.pl/autor/30668/jerzy-grebosz,8.5,438,220,Unknown,4,6,0
Amanda Brown,https://lubimyczytac.pl/autor/23465/amanda-brown,6.0,383,164,Unknown,0,1,0
Lisa Schroeder,https://lubimyczytac.pl/autor/36628/lisa-schroeder,7.1,446,517,Unknown,6,7,0
Jadwiga Łuszczewska,https://lubimyczytac.pl/autor/30458/jadwiga-luszczewska,6.3,220,174,01.08.1834,3,6,0
Ian Caldwell,https://lubimyczytac.pl/autor/25050/ian-caldwell,5.9,645,434,Unknown,3,2,0
Alojzy Feliński,https://lubimyczytac.pl/autor/35332/alojzy-felinski,7.0,565,238,Unknown,0,4,0
Janusz Majewski,https://lubimyczytac.pl/autor/18310/janusz-majewski,6.5,1376,1750,05.08.1931,12,18,0
Col Buchanan,https://lubimyczytac.pl/autor/38445/col-buchanan,6.2,422,503,Unknown,4,4,0
Donald McCaig,https://lubimyczytac.pl/autor/32569/donald-mccaig,5.8,404,289,01.01.1940,3,1,0
Anne Ursu,https://lubimyczytac.pl/autor/3793/anne-ursu,6.1,445,190,Unknown,7,3,0
Marcin Wolski,https://lubimyczytac.pl/autor/3292/marcin-wolski,6.3,5200,5702,22.07.1947,123,81,0
Arkady Gajdar,https://lubimyczytac.pl/autor/30431/arkady-gajdar,5.6,764,117,22.01.1904,1,9,0
Margaret Mahy,https://lubimyczytac.pl/autor/6623/margaret-mahy,6.6,374,183,21.03.1936,18,3,0
Michael Sadler,https://lubimyczytac.pl/autor/42454/michael-sadler,5.8,493,446,Unknown,3,4,0
John Saul,https://lubimyczytac.pl/autor/19946/john-saul,6.8,925,1169,25.02.1942,25,14,0
Shannon Hale,https://lubimyczytac.pl/autor/16399/shannon-hale,6.8,1356,665,26.01.1974,17,26,0
Jolanta Tubielewicz,https://lubimyczytac.pl/autor/20877/jolanta-tubielewicz,7.1,696,1934,18.03.1931,12,11,0
Lyn Gardner,https://lubimyczytac.pl/autor/31547/lyn-gardner,7.5,387,86,Unknown,2,1,0
Taichi Yamada,https://lubimyczytac.pl/autor/14989/taichi-yamada,6.0,458,397,06.06.1934,8,3,0
Radosław Sikorski,https://lubimyczytac.pl/autor/16894/radoslaw-sikorski,5.9,616,650,23.02.1963,14,7,0
Piotr Skarga,https://lubimyczytac.pl/autor/4671/piotr-skarga,8.6,602,250,02.02.1536,8,12,0
Eric Carle,https://lubimyczytac.pl/autor/52839/eric-carle,7.1,517,461,25.06.1929,12,23,0
Kai Meyer,https://lubimyczytac.pl/autor/14594/kai-meyer,6.8,1501,2048,23.07.1969,29,21,0
Victoria Holt,https://lubimyczytac.pl/autor/24325/victoria-holt,6.5,1736,2176,01.09.1906,70,36,0
Francesco Petrarca,https://lubimyczytac.pl/autor/34941/francesco-petrarca,6.8,541,270,20.07.1304,12,12,0
Dana Kollman,https://lubimyczytac.pl/autor/19383/dana-kollman,7.1,368,573,Unknown,2,1,0
Melody Beattie,https://lubimyczytac.pl/autor/23230/melody-beattie,7.0,385,581,Unknown,4,4,0
Sean Covey,https://lubimyczytac.pl/autor/11342/sean-covey,7.7,553,695,Unknown,8,7,0
Orfeusz Nowakowski,https://lubimyczytac.pl/autor/34103/orfeusz-nowakowski,5.1,373,342,Unknown,0,2,0
Greg Iles,https://lubimyczytac.pl/autor/19040/greg-iles,6.6,939,644,przybliżona),12,14,0
John William Polidori,https://lubimyczytac.pl/autor/31445/john-william-polidori,7.0,796,1121,07.09.1795,6,5,0
Borys Polewoj,https://lubimyczytac.pl/autor/33254/borys-polewoj,8.1,400,237,17.03.1908,4,6,0
Natałka Babina,https://lubimyczytac.pl/autor/40332/natalka-babina,6.6,415,402,24.10.1966,5,2,0
Brian Keene,https://lubimyczytac.pl/autor/3457/brian-keene,6.7,635,673,22.09.1967,6,7,0
Kelly McKain,https://lubimyczytac.pl/autor/6108/kelly-mckain,7.4,895,457,Unknown,25,31,0
Jan Długosz,https://lubimyczytac.pl/autor/32844/jan-dlugosz,7.4,374,437,Unknown,3,4,0
Isabel Wolff,https://lubimyczytac.pl/autor/25789/isabel-wolff,5.9,984,717,Unknown,11,9,0
Harry Adam Knight,https://lubimyczytac.pl/autor/30984/harry-adam-knight,5.5,906,499,Unknown,10,6,0
Diane Michele Crawford,https://lubimyczytac.pl/autor/38569/diane-michele-crawford,6.0,599,79,Unknown,2,2,0
Julian Sanchez,https://lubimyczytac.pl/autor/41989/julian-sanchez,6.2,399,418,Unknown,1,2,0
Steve Dillon,https://lubimyczytac.pl/autor/14483/steve-dillon,7.3,1462,1595,22.03.1962,7,116,0
Mateusz Karbowski,https://lubimyczytac.pl/autor/50522/mateusz-karbowski,6.4,349,231,Unknown,0,2,0
Tom Lloyd,https://lubimyczytac.pl/autor/3455/tom-lloyd,6.9,392,865,Unknown,18,6,0
Luca di Fulvio,https://lubimyczytac.pl/autor/6572/luca-di-fulvio,7.3,594,1174,13.05.1957,8,5,0
John Case,https://lubimyczytac.pl/autor/20100/john-case,6.2,799,542,Unknown,11,8,0
Amy Tan,https://lubimyczytac.pl/autor/24768/amy-tan,6.6,757,1357,19.02.1952,43,8,0
Daniel Silva,https://lubimyczytac.pl/autor/16850/daniel-silva,7.3,1784,4976,19.12.1960,124,28,0
Thomas Bernhard,https://lubimyczytac.pl/autor/19500/thomas-bernhard,7.6,1763,6871,09.02.1931,272,36,1
Per Petterson,https://lubimyczytac.pl/autor/31044/per-petterson,6.8,688,881,18.07.1952,22,6,0
Ewa Bagłaj,https://lubimyczytac.pl/autor/23316/ewa-baglaj,6.7,578,414,przybliżona),17,7,0
Marek Harny,https://lubimyczytac.pl/autor/19912/marek-harny,6.3,2056,2249,11.09.1946,11,18,0
Bernardo Guimaraes,https://lubimyczytac.pl/autor/45408/bernardo-guimaraes,5.3,359,139,15.08.1825,1,2,0
Tadeusz Niwiński,https://lubimyczytac.pl/autor/11539/tadeusz-niwinski,6.1,532,644,23.08.1947,14,11,0
Anita Shreve,https://lubimyczytac.pl/autor/19874/anita-shreve,6.0,1409,1760,07.10.1946,16,17,0
Tim Borys,https://lubimyczytac.pl/autor/30964/tim-borys,5.9,398,334,Unknown,1,1,0
Steffen Möller,https://lubimyczytac.pl/autor/30585/steffen-moller,6.9,540,286,22.01.1969,9,6,0
Peter Heather,https://lubimyczytac.pl/autor/13369/peter-heather,7.8,396,1613,08.06.1960,18,7,0
James Conroyd Martin,https://lubimyczytac.pl/autor/23301/james-conroyd-martin,7.1,399,367,Unknown,3,3,0
Kuki Gallmann,https://lubimyczytac.pl/autor/37658/kuki-gallmann,6.6,351,297,01.06.1943,1,2,0
Bjørnstjerne Bjørnson,https://lubimyczytac.pl/autor/32154/bjornstjerne-bjornson,6.5,442,345,08.12.1832,3,14,0
Piotr Mart,https://lubimyczytac.pl/autor/12011/piotr-mart,7.0,346,250,Unknown,2,5,0
Nicky Pellegrino,https://lubimyczytac.pl/autor/30269/nicky-pellegrino,6.9,1251,1566,Unknown,38,8,0
Wendy Northcutt,https://lubimyczytac.pl/autor/13920/wendy-northcutt,5.8,504,250,17.09.1963,1,5,0
Melina Marchetta,https://lubimyczytac.pl/autor/30239/melina-marchetta,7.6,401,191,Unknown,6,7,0
Robin Schone,https://lubimyczytac.pl/autor/35296/robin-schone,6.7,605,711,Unknown,23,4,0
Robert Crais,https://lubimyczytac.pl/autor/19616/robert-crais,6.3,1407,1643,20.06.1953,58,20,0
Małgorzata Nawrocka,https://lubimyczytac.pl/autor/6655/malgorzata-nawrocka,6.7,445,308,Unknown,23,25,0
Mark Billingham,https://lubimyczytac.pl/autor/19244/mark-billingham,6.4,1253,2609,Unknown,36,24,0
Władimir Wasiliew,https://lubimyczytac.pl/autor/22778/wladimir-wasiliew,6.1,3045,1779,08.08.1967,3,7,0
Lisa Smedman,https://lubimyczytac.pl/autor/3798/lisa-smedman,7.2,508,296,Unknown,0,8,0
Sharon Shinn,https://lubimyczytac.pl/autor/30240/sharon-shinn,7.3,454,491,01.01.1957,13,28,0
Martin E.P. Seligman,https://lubimyczytac.pl/autor/10513/martin-e-p-seligman,6.9,779,2224,12.08.1942,29,10,0
Kazik Staszewski,https://lubimyczytac.pl/autor/14363/kazik-staszewski,6.9,1176,856,12.03.1963,17,7,0
Ridley Pearson,https://lubimyczytac.pl/autor/19592/ridley-pearson,5.9,4062,1894,Unknown,4,10,0
Julie Anne Long,https://lubimyczytac.pl/autor/25786/julie-anne-long,6.9,1236,2115,Unknown,53,22,0
Jens Lapidus,https://lubimyczytac.pl/autor/19117/jens-lapidus,6.9,775,1659,24.05.1974,32,8,0
Torsten Krol,https://lubimyczytac.pl/autor/16500/torsten-krol,6.9,546,230,Unknown,8,2,0
Abby Lee,https://lubimyczytac.pl/autor/10752/abby-lee,5.3,606,344,przybliżona),3,2,0
Jonathan Stroud,https://lubimyczytac.pl/autor/30528/jonathan-stroud,7.6,1190,1833,27.10.1970,43,13,0
Touria Tiouli,https://lubimyczytac.pl/autor/24036/touria-tiouli,5.7,364,191,Unknown,0,1,0
Lawrence Grobel,https://lubimyczytac.pl/autor/10329/lawrence-grobel,6.5,1133,880,Unknown,5,10,0
Ernesto Sábato,https://lubimyczytac.pl/autor/23228/ernesto-sabato,7.2,553,1033,24.06.1911,25,4,0
Angela Sommer-Bodenburg,https://lubimyczytac.pl/autor/6219/angela-sommer-bodenburg,7.3,486,562,18.12.1948,10,18,0
Tom Eidson,https://lubimyczytac.pl/autor/35354/tom-eidson,6.8,424,176,Unknown,1,2,0
Pär Lagerkvist,https://lubimyczytac.pl/autor/31293/par-lagerkvist,7.3,758,875,25.05.1891,28,11,0
Tonya Hurley,https://lubimyczytac.pl/autor/36160/tonya-hurley,6.2,375,212,Unknown,1,5,0
Bujor Flavia,https://lubimyczytac.pl/autor/3628/bujor-flavia,6.0,352,69,08.08.1988,3,1,0
Beata Tyszkiewicz,https://lubimyczytac.pl/autor/25655/beata-tyszkiewicz,6.7,469,280,14.08.1938,4,9,0
Boris Starling,https://lubimyczytac.pl/autor/35588/boris-starling,7.0,379,293,Unknown,3,5,0
Charles Webb,https://lubimyczytac.pl/autor/31527/charles-webb,5.3,385,245,09.06.1939,0,2,0
Hortense Ullrich,https://lubimyczytac.pl/autor/6763/hortense-ullrich,5.9,1297,446,Unknown,19,19,0
Renata L. Górska,https://lubimyczytac.pl/autor/19996/renata-l-gorska,7.3,1093,1841,Unknown,56,8,0
D.B. Reynolds,https://lubimyczytac.pl/autor/55857/d-b-reynolds,7.3,398,850,Unknown,35,31,0
